Country,Position,Track Name,Artist,Streams,URL
australia,48,Memories,Maroon 5,68833,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
australia,49,Falling,Trevor Daniel,65442,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
australia,50,BLACK PARADE,Beyoncé,63142,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj
australia,51,Some Say - Felix Jaehn Remix,Nea,63034,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
australia,52,Rain,Aitch,58705,https://open.spotify.com/track/7h2ozcUpSL7ulXjRPPQcDy
australia,53,Ur So F**kInG cOoL,Tones And I,58420,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
australia,54,Lose Control,MEDUZA,57564,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
australia,55,I'm Good?,Hilltop Hoods,57429,https://open.spotify.com/track/1EuI95kVxZYLbENy8d6AOI
australia,56,Be Alright,Dean Lewis,57024,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
australia,57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,56212,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
australia,58,Rushing Back,Flume,55893,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
australia,59,Say So,Doja Cat,55679,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
australia,60,goosebumps,Travis Scott,55389,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
australia,61,Bad Child,Tones And I,54912,https://open.spotify.com/track/1qCmZnC1FUpNgOydIzqIPC
australia,62,Lucid Dreams,Juice WRLD,54059,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
australia,63,Godzilla (feat. Juice WRLD),Eminem,53140,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
australia,64,ROXANNE,Arizona Zervas,52847,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
australia,65,Never Seen the Rain,Tones And I,52757,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
australia,66,Maniac,Conan Gray,52632,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
australia,67,Daisies,Katy Perry,52398,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
australia,68,Bruises,Lewis Capaldi,52357,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
australia,69,Know Your Worth,Khalid,52178,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
australia,70,Say You Won't Let Go,James Arthur,51168,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
australia,71,Life Is Good (feat. Drake),Future,50517,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
australia,72,HIGHEST IN THE ROOM,Travis Scott,50512,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
australia,73,everything i wanted,Billie Eilish,50431,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
australia,74,Shallow,Lady Gaga,50404,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
australia,75,bad guy,Billie Eilish,50162,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
australia,76,Falling,Harry Styles,50144,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
australia,77,SICKO MODE,Travis Scott,49914,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
australia,78,CITY OF ANGELS,24kGoldn,49312,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
australia,79,"10,000 Hours (with Justin Bieber)",Dan + Shay,48910,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
australia,80,Mr. Brightside,The Killers,48668,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw
